,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,fluxQ1,fluxQ2,fluxQ3,fluxQ4
sample_00135_v,0.675009971188941,-2.8040776497759357,0.17130272663427348,2.2329726275991497,0.2571359952212653,3.0303935333657286,-1.3347530630444782,-3.12209772218894,0.25116541136131604,0.24709513994567833,0.2492603008880242,0.25247914780498143
sample_00136,-0.3085071159906452,-0.1982172069555217,1.6841166638138585,0.8635494847787353,1.712490249580437,1.4529058205453147,-2.571693117403651,-2.280111051188941,0.2440385393643184,0.24613302773713538,0.24998540765183824,0.259843025246708
sample_00136_h,0.8635494847787344,1.6841166638138576,-0.1982172069555208,-0.3085071159906434,-2.2801110511889426,-2.571693117403651,1.4529058205453147,1.7124902495804388,0.24613302773713538,0.2440385393643184,0.259843025246708,0.24998540765183824
sample_00136_r,-1.712490249580438,-1.4529058205453147,2.571693117403651,2.2801110511889426,0.3085071159906443,0.1982172069555217,-1.6841166638138576,-0.8635494847787335,0.24998540765183824,0.259843025246708,0.2440385393643184,0.24613302773713538
sample_00136_v,2.2801110511889426,2.571693117403651,-1.4529058205453138,-1.712490249580437,-0.8635494847787344,-1.6841166638138576,0.1982172069555217,0.3085071159906452,0.259843025246708,0.24998540765183824,0.24613302773713538,0.2440385393643184
sample_00137,1.8911382340093557,0.3607427430444785,-2.3910477433657285,1.7546467647787356,2.5449858895804383,-3.0312113166342716,-1.4238909782240645,-2.2908847081889405,0.24408269994174153,0.2523898556699435,0.25548084534793475,0.2480465990403803
sample_00137_h,1.7546467647787338,-2.3910477433657285,0.3607427430444794,1.8911382340093574,-2.2908847081889405,-1.4238909782240636,-3.0312113166342716,2.5449858895804383,0.2523898556699435,0.24408269994174153,0.2480465990403803,0.25548084534793475
sample_00137_r,-2.5449858895804374,3.0312113166342716,1.4238909782240654,2.2908847081889423,-1.8911382340093539,-0.3607427430444785,2.3910477433657285,-1.7546467647787338,0.25548084534793475,0.2480465990403803,0.24408269994174153,0.2523898556699435
sample_00137_v,2.2908847081889405,1.4238909782240645,3.0312113166342716,-2.5449858895804365,-1.7546467647787338,2.3910477433657285,-0.3607427430444785,-1.8911382340093548,0.2480465990403803,0.25548084534793475,0.2523898556699435,0.24408269994174153
sample_00138,1.9010627840093548,-0.25549155695552184,0.7483923938138588,-0.2514006052212636,-1.657369307599149,-1.4881024366342714,1.3223847097759354,2.956382898811059,0.2492991147723563,0.24403863509802792,0.2504080496188337,0.2562542005107821
sample_00138_h,-0.2514006052212654,0.7483923938138579,-0.25549155695552095,1.9010627840093566,2.956382898811057,1.3223847097759354,-1.4881024366342714,-1.6573693075991471,0.24403863509802792,0.2492991147723563,0.2562542005107821,0.2504080496188337
sample_00138_r,1.657369307599148,1.4881024366342714,-1.3223847097759345,-2.956382898811057,-1.9010627840093548,0.25549155695552184,-0.7483923938138579,0.25140060522126717,0.2504080496188337,0.2562542005107821,0.2492991147723563,0.24403863509802792
sample_00138_v,-2.956382898811058,-1.3223847097759354,1.4881024366342714,1.657369307599149,0.2514006052212654,-0.7483923938138579,0.25549155695552184,-1.9010627840093548,0.2562542005107821,0.2504080496188337,0.24403863509802792,0.2492991147723563
sample_00139,-2.6498309359906447,3.0181333202240643,1.466857403813858,-1.5924305424008507,0.13323505140085157,3.060621620545316,-0.687011790224064,-2.1231576531889402,0.2589331769878503,0.247110365490193,0.24574397383105487,0.24821248369090185
sample_00139_h,-1.5924305424008507,1.466857403813858,3.0181333202240666,-2.6498309359906447,-2.1231576531889402,-0.687011790224064,3.060621620545316,0.13323505140085246,0.247110365490193,0.2589331769878503,0.24821248369090185,0.24574397383105487
sample_00139_r,-0.13323505140085157,-3.060621620545315,0.6870117902240658,2.123157653188942,2.6498309359906447,-3.0181333202240648,-1.466857403813858,1.5924305424008525,0.24574397383105487,0.24821248369090185,0.2589331769878503,0.247110365490193
sample_00139_v,2.1231576531889402,0.687011790224064,-3.060621620545314,-0.13323505140085068,1.5924305424008516,-1.466857403813858,-3.0181333202240648,2.6498309359906465,0.24821248369090185,0.24574397383105487,0.247110365490193,0.2589331769878503
sample_00140,-2.298931455990645,-1.8936900069555218,0.5612208038138586,0.7955272247787359,-2.418428527599149,-1.8894710966342707,-1.426525589224065,-3.0195247383685277,0.251699248589156,0.24317377544975524,0.2517469912387366,0.2533799847223521
sample_00140_h,0.795527224778735,0.5612208038138577,-1.89369000695552,-2.298931455990644,-3.0195247383685277,-1.426525589224065,-1.8894710966342707,-2.418428527599147,0.24317377544975524,0.251699248589156,0.2533799847223521,0.2517469912387366
sample_00140_r,2.418428527599147,1.8894710966342707,1.426525589224065,3.0195247383685295,2.298931455990644,1.8936900069555218,-0.5612208038138577,-0.7955272247787342,0.2517469912387366,0.2533799847223521,0.251699248589156,0.24317377544975524
sample_00140_v,3.0195247383685277,1.426525589224065,1.8894710966342725,2.418428527599149,-0.795527224778735,-0.5612208038138577,1.8936900069555218,2.2989314559906457,0.2533799847223521,0.2517469912387366,0.24317377544975524,0.251699248589156
sample_00141,-2.136592955990645,-2.5253189269555216,2.265409953813858,-2.962449372400851,0.8191803095804389,1.9467909605453144,0.6559796397759357,-2.640660718368526,0.2536654195993609,0.2546686797057886,0.24449722587824374,0.2471686748166068
sample_00141_h,-2.962449372400852,2.265409953813858,-2.5253189269555207,-2.1365929559906434,-2.640660718368528,0.6559796397759357,1.9467909605453144,0.8191803095804389,0.2546686797057886,0.2536654195993609,0.2471686748166068,0.24449722587824374
sample_00141_r,-0.819180309580438,-1.9467909605453162,-0.6559796397759357,2.640660718368528,2.1365929559906434,2.5253189269555207,-2.265409953813858,2.9624493724008527,0.24449722587824374,0.2471686748166068,0.2536654195993609,0.2546686797057886
sample_00141_v,2.640660718368528,-0.6559796397759357,-1.9467909605453144,-0.8191803095804371,2.962449372400851,-2.265409953813858,2.5253189269555207,2.136592955990645,0.2471686748166068,0.24449722587824374,0.2546686797057886,0.2536654195993609
sample_00142,3.0487804351889416,2.2641317665240646,-2.704421053365728,0.8145405247787352,-3.0093049375991487,-0.35974626663427145,1.604012079775936,1.9476025188110597,0.25631713495684233,0.2502603759074511,0.24554752367536775,0.2478749654603388
sample_00142_h,0.8145405247787343,-2.7044210533657287,2.2641317665240663,3.0487804351889416,1.9476025188110597,1.604012079775936,-0.35974626663427145,-3.009304937599147,0.2502603759074511,0.25631713495684233,0.2478749654603388,0.24554752367536775
sample_00142_r,3.009304937599148,0.35974626663427145,-1.6040120797759352,-1.947602518811058,-3.0487804351889416,-2.2641317665240646,2.704421053365728,-0.8145405247787334,0.24554752367536775,0.2478749654603388,0.25631713495684233,0.2502603759074511
sample_00142_v,-1.9476025188110588,-1.604012079775936,0.35974626663427145,3.0093049375991487,-0.8145405247787343,2.704421053365728,-2.2641317665240646,-3.0487804351889416,0.2478749654603388,0.24554752367536775,0.2502603759074511,0.25631713495684233
sample_00143,1.1889670940093557,-2.742558196955522,-2.4001130033657283,-0.5701597124008506,2.891059509580437,-2.5256639166342723,-1.5191400742240644,1.9115194788110585,0.25005704593152334,0.2471670451774398,0.2551622895543758,0.2476136193366611
sample_00143_h,-0.5701597124008524,-2.4001130033657283,-2.742558196955521,1.1889670940093566,1.9115194788110585,-1.5191400742240635,-2.5256639166342723,2.8910595095804386,0.2471670451774398,0.25005704593152334,0.2476136193366611,0.2551622895543758
sample_00143_r,-2.8910595095804377,2.5256639166342714,1.5191400742240653,-1.9115194788110585,-1.1889670940093557,2.742558196955521,2.4001130033657283,0.5701597124008524,0.2551622895543758,0.2476136193366611,0.25005704593152334,0.2471670451774398
sample_00143_v,-1.9115194788110585,1.5191400742240644,2.5256639166342723,-2.891059509580437,0.5701597124008515,2.4001130033657283,2.742558196955521,-1.1889670940093549,0.2476136193366611,0.2551622895543758,0.2471670451774398,0.25005704593152334
sample_00144,-1.7735582259906444,-0.17605008695552193,2.4337825538138578,-2.172537062400851,-2.5758217475991483,-2.3000329266342714,0.5640012897759359,-0.8742455011889412,0.24453194930748273,0.2547588903715258,0.2569649500073698,0.24374421031362165
sample_00144_h,-2.1725370624008518,2.4337825538138578,-0.17605008695552016,-1.7735582259906444,-0.8742455011889421,0.5640012897759359,-2.3000329266342714,-2.5758217475991474,0.2547588903715258,0.24453194930748273,0.24374421031362165,0.2569649500073698
sample_00144_r,2.5758217475991483,2.3000329266342714,-0.5640012897759341,0.874245501188943,1.7735582259906444,0.17605008695552193,-2.4337825538138578,2.1725370624008526,0.2569649500073698,0.24374421031362165,0.24453194930748273,0.2547588903715258
sample_00144_v,0.8742455011889421,-0.5640012897759359,2.300032926634273,2.57582174759915,2.1725370624008526,-2.4337825538138578,0.17605008695552193,1.7735582259906444,0.24374421031362165,0.2569649500073698,0.2547588903715258,0.24453194930748273
sample_00145,0.9455828840093554,1.3831387130444783,-1.3652236253657275,-2.7708083224008497,-0.2814550935991482,-0.7134400766342717,0.13479742977593556,-1.9327107421889407,0.24947244262722107,0.2555153281880026,0.24676319283673184,0.24824903634804446
sample_00145_h,-2.7708083224008515,-1.3652236253657293,1.3831387130444792,0.9455828840093563,-1.9327107421889416,0.13479742977593556,-0.7134400766342708,-0.28145509359914733,0.2555153281880026,0.24947244262722107,0.24824903634804446,0.24676319283673184
sample_00145_r,0.2814550935991482,0.7134400766342708,-0.13479742977593467,1.9327107421889416,-0.9455828840093554,-1.3831387130444792,1.3652236253657293,2.7708083224008533,0.24676319283673184,0.24824903634804446,0.24947244262722107,0.2555153281880026
sample_00145_v,1.9327107421889416,-0.13479742977593556,0.7134400766342708,0.2814550935991491,2.7708083224008515,1.3652236253657293,-1.3831387130444783,-0.9455828840093545,0.24824903634804446,0.24676319283673184,0.2555153281880026,0.24947244262722107
sample_00146,-2.4222639959906447,0.850992903044478,-0.9967761205657277,2.0499381547787365,-1.501730027599148,1.7204194905453143,2.2059863597759346,1.2636127388110587,0.24943496042049637,0.2495535579752481,0.2508979876328025,0.250113493971453
sample_00146_h,2.0499381547787348,-0.9967761205657286,0.850992903044478,-2.422263995990644,1.2636127388110587,2.2059863597759346,1.7204194905453143,-1.501730027599148,0.2495535579752481,0.24943496042049637,0.250113493971453,0.2508979876328025
sample_00146_r,1.501730027599149,-1.720419490545316,-2.2059863597759346,-1.263612738811057,2.422263995990644,-0.850992903044478,0.9967761205657286,-2.049938154778734,0.2508979876328025,0.250113493971453,0.24943496042049637,0.2495535579752481
sample_00146_v,-1.2636127388110587,-2.2059863597759355,-1.7204194905453143,1.5017300275991499,-2.0499381547787348,0.9967761205657286,-0.850992903044478,2.4222639959906456,0.250113493971453,0.2508979876328025,0.2495535579752481,0.24943496042049637
sample_00147,0.2830112840093548,1.2517914530444783,-0.5736244261861412,3.0475620347787356,1.7956218995804374,-2.2248843466342727,2.0589304497759358,-0.13890168118894053,0.24442428009847794,0.2524337154411425,0.25524035671251766,0.2479016477478619
sample_00147_h,3.0475620347787347,-0.5736244261861421,1.2517914530444791,0.2830112840093566,-0.13890168118894142,2.0589304497759358,-2.224884346634271,1.7956218995804392,0.2524337154411425,0.24442428009847794,0.2479016477478619,0.25524035671251766
sample_00147_r,-1.7956218995804383,2.224884346634271,-2.0589304497759358,0.1389016811889423,-0.2830112840093557,-1.2517914530444774,0.5736244261861412,-3.0475620347787338,0.25524035671251766,0.2479016477478619,0.24442428009847794,0.2524337154411425
sample_00147_v,0.13890168118894142,-2.0589304497759358,2.2248843466342727,-1.7956218995804356,-3.0475620347787356,0.5736244261861421,-1.2517914530444783,-0.2830112840093548,0.2479016477478619,0.25524035671251766,0.2524337154411425,0.24442428009847794
sample_00148,-1.2942325459906447,0.49539009304447834,0.4913866038138579,-0.5231895752212647,0.574992559580437,-1.290087676634272,1.8579941697759352,3.005256838811059,0.24842188873742316,0.24336822466020233,0.24737192879398048,0.260837957808394
sample_00148_h,-0.5231895752212656,0.4913866038138579,0.49539009304447923,-1.2942325459906439,3.005256838811057,1.8579941697759352,-1.290087676634272,0.5749925595804388,0.24336822466020233,0.24842188873742316,0.260837957808394,0.24737192879398048
sample_00148_r,-0.5749925595804379,1.290087676634272,-1.8579941697759352,-3.005256838811057,1.2942325459906456,-0.49539009304447834,-0.4913866038138579,0.5231895752212665,0.24737192879398048,0.260837957808394,0.24842188873742316,0.24336822466020233
sample_00148_v,-3.005256838811058,-1.8579941697759352,1.290087676634272,-0.574992559580437,0.5231895752212656,-0.4913866038138579,-0.49539009304447834,1.2942325459906456,0.260837957808394,0.24737192879398048,0.24336822466020233,0.24842188873742316
sample_00149,-2.8333659989906446,-2.479382836955522,-1.6947276473657276,2.8697827347787346,-1.6669171475991487,0.8157751593657281,-2.4240685274036515,-1.5597660811889407,0.2548706672685529,0.2515428188662211,0.24421825171464767,0.24936826215057833
sample_00149_h,2.8697827347787346,-1.6947276473657293,-2.479382836955521,-2.8333659989906437,-1.5597660811889407,-2.4240685274036515,0.8157751593657281,-1.6669171475991478,0.2515428188662211,0.2548706672685529,0.24936826215057833,0.24421825171464767
sample_00149_r,1.6669171475991487,-0.8157751593657281,2.4240685274036515,1.5597660811889433,2.8333659989906437,2.479382836955523,1.6947276473657285,-2.8697827347787346,0.24421825171464767,0.24936826215057833,0.2548706672685529,0.2515428188662211
sample_00149_v,1.5597660811889416,2.4240685274036506,-0.8157751593657281,1.6669171475991504,-2.8697827347787346,1.6947276473657276,2.479382836955523,2.8333659989906455,0.24936826215057833,0.24421825171464767,0.2515428188662211,0.2548706672685529
sample_00150,2.576489294009356,-0.048955466955521665,-1.8169641393657283,1.3696616047787344,-2.869699817599148,-0.03535815063427172,1.1195868697759357,1.5320855588110591,0.2504781729811391,0.2522190139053674,0.24968591074233806,0.24761690237115544
sample_00150_h,1.3696616047787344,-1.8169641393657283,-0.04895546695552078,2.576489294009356,1.5320855588110582,1.1195868697759366,-0.03535815063427172,-2.869699817599148,0.2522190139053674,0.2504781729811391,0.24761690237115544,0.24968591074233806
sample_00150_r,2.869699817599149,0.03535815063427172,-1.1195868697759348,-1.5320855588110573,-2.576489294009356,0.048955466955521665,1.8169641393657283,-1.3696616047787336,0.24968591074233806,0.24761690237115544,0.2504781729811391,0.2522190139053674
sample_00150_v,-1.5320855588110582,-1.1195868697759357,0.0353581506342735,2.86969981759915,-1.3696616047787344,1.8169641393657283,0.048955466955521665,-2.5764892940093542,0.24761690237115544,0.24968591074233806,0.2522190139053674,0.2504781729811391
sample_00151,-2.8678901199906446,-1.041344006955522,-1.9755154133657271,-2.332861052400851,-1.7512468375991475,-1.513400246634272,0.27464106977593516,1.4053726888110596,0.2516620675720392,0.2536806585213724,0.24926474679275376,0.24539252711383466
sample_00151_h,-2.332861052400852,-1.975515413365729,-1.041344006955521,-2.867890119990644,1.4053726888110596,0.27464106977593516,-1.513400246634271,-1.7512468375991475,0.2536806585213724,0.2516620675720392,0.24539252711383466,0.24926474679275376
sample_00151_r,1.7512468375991475,1.513400246634271,-0.27464106977593516,-1.4053726888110578,2.867890119990644,1.0413440069555229,1.975515413365729,2.332861052400853,0.24926474679275376,0.24539252711383466,0.2516620675720392,0.2536806585213724
sample_00151_v,-1.4053726888110587,-0.27464106977593516,1.5134002466342729,1.7512468375991492,2.332861052400851,1.975515413365729,1.041344006955522,2.867890119990646,0.24539252711383466,0.24926474679275376,0.2536806585213724,0.2516620675720392
sample_00152,0.29005722400935596,-2.955827396955522,2.2233892938138595,3.064687684778736,2.013007719580438,-2.332804726634272,-1.001398050224065,-1.8778263621889408,0.24733490385352028,0.25618919022446945,0.2517304451084042,0.24474546081360607
sample_00152_h,3.064687684778735,2.2233892938138577,-2.95582739695552,0.29005722400935596,-1.8778263621889408,-1.001398050224065,-2.332804726634272,2.0130077195804397,0.25618919022446945,0.24733490385352028,0.24474546081360607,0.2517304451084042
sample_00152_r,-2.013007719580438,2.3328047266342713,1.001398050224065,1.8778263621889426,-0.2900572240093551,2.955827396955522,-2.2233892938138577,-3.0646876847787343,0.2517304451084042,0.24474546081360607,0.24733490385352028,0.25618919022446945
sample_00152_v,1.8778263621889408,1.001398050224065,2.332804726634272,-2.013007719580436,-3.0646876847787343,-2.2233892938138577,2.955827396955522,-0.2900572240093542,0.24474546081360607,0.2517304451084042,0.25618919022446945,0.24733490385352028
sample_00153,0.6993629940093555,2.7338583842240647,-2.0701530033657285,2.0830765147787353,2.926167969580437,2.4454317805453147,-0.3092566102240646,2.76181424881106,0.2470560073344207,0.25339900198382126,0.25491182316758204,0.24463316751417605
sample_00153_h,2.0830765147787353,-2.0701530033657285,2.733858384224064,0.6993629940093555,2.761814248811058,-0.3092566102240646,2.4454317805453147,2.9261679695804386,0.25339900198382126,0.2470560073344207,0.24463316751417605,0.25491182316758204
sample_00153_r,-2.9261679695804377,-2.4454317805453147,0.3092566102240646,-2.761814248811058,-0.6993629940093555,-2.733858384224064,2.0701530033657285,-2.0830765147787336,0.25491182316758204,0.24463316751417605,0.2470560073344207,0.25339900198382126
sample_00153_v,-2.761814248811058,0.3092566102240646,-2.445431780545313,-2.926167969580437,-2.0830765147787353,2.0701530033657285,-2.733858384224064,-0.6993629940093546,0.24463316751417605,0.25491182316758204,0.25339900198382126,0.2470560073344207
sample_00154,0.7642864740093556,-2.011035906955522,1.507040663813859,-1.8652272724008512,-1.674743657599148,0.9645183905453152,2.362124799775936,-0.14393470118894047,0.2496817787954778,0.25144506129482574,0.2502425123991485,0.24863064751054795
sample_00154_h,-1.865227272400852,1.5070406638138572,-2.01103590695552,0.7642864740093565,-0.14393470118894136,2.362124799775936,0.9645183905453152,-1.674743657599148,0.25144506129482574,0.2496817787954778,0.24863064751054795,0.2502425123991485
sample_00154_r,1.6747436575991488,-0.9645183905453152,-2.362124799775934,0.14393470118894314,-0.7642864740093556,2.011035906955522,-1.5070406638138572,1.865227272400853,0.2502425123991485,0.24863064751054795,0.2496817787954778,0.25144506129482574
sample_00154_v,0.14393470118894136,-2.362124799775936,-0.9645183905453143,1.6747436575991497,1.8652272724008512,-1.507040663813858,2.011035906955522,-0.7642864740093547,0.24863064751054795,0.2502425123991485,0.25144506129482574,0.2496817787954778
sample_00155,-1.2712446059906446,-2.1230057069555217,-2.8998110133657278,2.595688404778736,2.934368459580437,-1.7263152966342723,-1.8219733582240645,0.5705086688110592,0.24590638188076758,0.2596351758931486,0.25176264540480736,0.24269579682127645
sample_00155_h,2.595688404778734,-2.8998110133657287,-2.123005706955521,-1.2712446059906437,0.5705086688110583,-1.8219733582240636,-1.7263152966342714,2.9343684595804387,0.2596351758931486,0.24590638188076758,0.24269579682127645,0.25176264540480736
sample_00155_r,-2.934368459580438,1.7263152966342723,1.8219733582240654,-0.5705086688110574,1.2712446059906455,2.123005706955521,2.8998110133657278,-2.595688404778734,0.25176264540480736,0.24269579682127645,0.24590638188076758,0.2596351758931486
sample_00155_v,-0.5705086688110583,1.8219733582240636,1.7263152966342723,-2.934368459580437,-2.595688404778734,2.8998110133657278,2.123005706955521,1.2712446059906455,0.24269579682127645,0.25176264540480736,0.2596351758931486,0.24590638188076758
sample_00156,-0.6740099659906447,-2.7870776269555217,2.5446999838138584,1.0860026347787368,1.3877568695804374,-1.4105901766342717,0.7322660197759356,-1.1753559411889407,0.25119276034945626,0.2546365195539013,0.24804373729313933,0.2461269828035031
sample_00156_h,1.086002634778735,2.5446999838138575,-2.787077626955522,-0.6740099659906438,-1.1753559411889416,0.7322660197759356,-1.4105901766342708,1.3877568695804383,0.2546365195539013,0.25119276034945626,0.2461269828035031,0.24804373729313933
sample_00156_r,-1.3877568695804383,1.4105901766342708,-0.7322660197759348,1.1753559411889434,0.6740099659906456,2.787077626955522,-2.5446999838138566,-1.0860026347787342,0.24804373729313933,0.2461269828035031,0.25119276034945626,0.2546365195539013
sample_00156_v,1.1753559411889416,-0.7322660197759356,1.4105901766342726,-1.3877568695804365,-1.086002634778735,-2.5446999838138566,2.787077626955522,0.6740099659906456,0.2461269828035031,0.24804373729313933,0.2546365195539013,0.25119276034945626
sample_00157,1.3207143940093555,2.4285617342240644,-0.7734353161861414,-1.8857301824008506,-2.9008698375991493,1.5828009105453162,-0.3588221602240642,-2.0036268211889405,0.250477096950126,0.24829170057385824,0.25444915071471086,0.24678205176130488
sample_00157_h,-1.8857301824008514,-0.7734353161861423,2.428561734224065,1.3207143940093573,-2.0036268211889414,-0.3588221602240642,1.5828009105453154,-2.9008698375991475,0.24829170057385824,0.250477096950126,0.24678205176130488,0.25444915071471086
sample_00157_r,2.9008698375991484,-1.5828009105453145,0.3588221602240651,2.0036268211889414,-1.3207143940093546,-2.428561734224065,0.7734353161861431,1.8857301824008523,0.25444915071471086,0.24678205176130488,0.250477096950126,0.24829170057385824
sample_00157_v,2.0036268211889414,0.3588221602240642,-1.5828009105453145,2.9008698375991493,1.8857301824008523,0.7734353161861423,-2.428561734224065,-1.3207143940093546,0.24678205176130488,0.25444915071471086,0.24829170057385824,0.250477096950126
sample_00158,0.36478432400935557,-1.3905952369555212,-0.7835338461861419,0.4632252447787355,1.4665679695804386,0.07028999636572841,0.8335338397759351,1.623451568811059,0.25009885700592943,0.24871337976572122,0.2499657328582938,0.2512220303700555
sample_00158_h,0.4632252447787346,-0.7835338461861427,-1.3905952369555203,0.36478432400935645,1.623451568811058,0.8335338397759351,0.07028999636572841,1.4665679695804386,0.24871337976572122,0.25009885700592943,0.2512220303700555,0.2499657328582938
sample_00158_r,-1.4665679695804377,-0.07028999636572841,-0.8335338397759351,-1.6234515688110571,-0.36478432400935557,1.3905952369555212,0.7835338461861436,-0.4632252447787337,0.2499657328582938,0.2512220303700555,0.25009885700592943,0.24871337976572122
sample_00158_v,-1.623451568811058,-0.8335338397759351,-0.07028999636572664,-1.4665679695804368,-0.4632252447787346,0.7835338461861427,1.3905952369555212,-0.3647843240093547,0.2512220303700555,0.2499657328582938,0.24871337976572122,0.25009885700592943
sample_00159,-1.5658134059906441,-0.667819466955522,-1.949693773365727,-0.36633061522126553,-2.340266677599148,-1.4245773666342716,3.096857869775935,2.8941143088110586,0.24542987322289042,0.24320469056843214,0.25019798295451784,0.2611674532541596
sample_00159_h,-0.36633061522126553,-1.9496937733657287,-0.6678194669555211,-1.5658134059906441,2.8941143088110586,3.096857869775935,-1.4245773666342707,-2.340266677599148,0.24320469056843214,0.24542987322289042,0.2611674532541596,0.25019798295451784
sample_00159_r,2.34026667759915,1.4245773666342707,-3.096857869775935,-2.894114308811057,1.565813405990646,0.667819466955522,1.9496937733657287,0.36633061522126553,0.25019798295451784,0.2611674532541596,0.24542987322289042,0.24320469056843214
sample_00159_v,-2.8941143088110586,-3.0968578697759357,1.4245773666342725,2.34026667759915,0.36633061522126553,1.9496937733657287,0.667819466955522,1.565813405990646,0.2611674532541596,0.25019798295451784,0.24320469056843214,0.24542987322289042
sample_00160,2.6387744183889414,1.8702693830444783,1.4561579438138583,1.137375754778736,-0.6638085275991488,1.2946532205453138,0.5792304297759356,2.2004899188110585,0.2576169972512041,0.24784639115760632,0.24464476172766592,0.24989184986352367
sample_00160_h,1.137375754778735,1.4561579438138574,1.87026938304448,2.6387744183889428,2.2004899188110585,0.5792304297759356,1.2946532205453147,-0.6638085275991479,0.24784639115760632,0.2576169972512041,0.24989184986352367,0.24464476172766592
sample_00160_r,0.6638085275991488,-1.2946532205453156,-0.5792304297759348,-2.2004899188110585,-2.638774418388941,-1.8702693830444783,-1.4561579438138574,-1.1373757547787342,0.24464476172766592,0.24989184986352367,0.2576169972512041,0.24784639115760632
sample_00160_v,-2.2004899188110585,-0.5792304297759356,-1.2946532205453138,0.6638085275991497,-1.137375754778735,-1.4561579438138574,-1.8702693830444783,-2.638774418388941,0.24989184986352367,0.24464476172766592,0.24784639115760632,0.2576169972512041
sample_00161,2.244441514009356,-0.6206000769555224,-0.6714969661861403,1.455585124778736,0.7304354295804387,2.2006169605453145,-0.8079591102240649,0.6882528288110592,0.25203337454253366,0.24949012206629936,0.25043377674956624,0.24804272664160074
sample_00161_h,1.455585124778735,-0.6714969661861421,-0.6206000769555224,2.244441514009356,0.6882528288110592,-0.8079591102240649,2.2006169605453145,0.7304354295804387,0.24949012206629936,0.25203337454253366,0.24804272664160074,0.25043377674956624
sample_00161_r,-0.7304354295804378,-2.2006169605453145,0.8079591102240649,-0.6882528288110574,-2.244441514009356,0.6206000769555224,0.6714969661861421,-1.4555851247787341,0.25043377674956624,0.24804272664160074,0.25203337454253366,0.24949012206629936
sample_00161_v,-0.6882528288110583,0.8079591102240649,-2.2006169605453145,-0.730435429580437,-1.455585124778735,0.6714969661861421,0.6206000769555224,-2.2444415140093543,0.24804272664160074,0.25043377674956624,0.24949012206629936,0.25203337454253366
sample_00162,-1.7612685759906448,-3.0117560069555216,-1.041625563365728,-2.6957532024008515,-2.4254315875991495,1.0568289705453147,2.832895449775936,2.482064998811058,0.2501140307582577,0.24742654990705137,0.2485506025651256,0.2539088167695653
sample_00162_h,-2.6957532024008515,-1.041625563365729,-3.0117560069555225,-1.7612685759906448,2.482064998811058,2.832895449775936,1.0568289705453147,-2.4254315875991477,0.24742654990705137,0.2501140307582577,0.2539088167695653,0.2485506025651256
sample_00162_r,2.4254315875991495,-1.0568289705453147,-2.8328954497759327,-2.4820649988110564,1.7612685759906448,3.0117560069555225,1.041625563365729,2.6957532024008515,0.2485506025651256,0.2539088167695653,0.2501140307582577,0.24742654990705137
sample_00162_v,-2.482064998811058,-2.8328954497759353,-1.0568289705453138,2.4254315875991495,2.6957532024008515,1.041625563365729,3.0117560069555225,1.7612685759906448,0.2539088167695653,0.2485506025651256,0.24742654990705137,0.2501140307582577
sample_00163,-1.0157874459906449,0.6018474230444779,0.5224680638138572,0.39064838477873565,-1.558837337599149,2.883756730545315,-0.310799960224065,2.3997693188110603,0.24547314647712384,0.24411620984431245,0.2586482808566806,0.2517623628218831
sample_00163_h,0.39064838477873476,0.5224680638138572,0.6018474230444788,-1.015787445990644,2.3997693188110585,-0.310799960224065,2.883756730545315,-1.5588373375991473,0.24411620984431245,0.24547314647712384,0.2517623628218831,0.2586482808566806
sample_00163_r,1.5588373375991482,-2.883756730545315,0.31079996022406675,-2.3997693188110585,1.0157874459906449,-0.6018474230444779,-0.5224680638138572,-0.39064838477873387,0.2586482808566806,0.2517623628218831,0.24547314647712384,0.24411620984431245
sample_00163_v,-2.3997693188110585,0.310799960224065,-2.883756730545315,1.558837337599149,-0.39064838477873476,-0.5224680638138572,-0.6018474230444779,1.0157874459906457,0.2517623628218831,0.2586482808566806,0.24411620984431245,0.24547314647712384
sample_00164,-2.3733969859906447,-3.0696114059555217,-1.1576524393657275,-1.3773811694008504,0.18414702640085157,-1.2728569566342713,1.5034914197759353,2.24826195881106,0.25895494513359013,0.2461630767149368,0.24328274950662876,0.2515992286448443
sample_00164_h,-1.3773811694008513,-1.1576524393657284,-3.06961140595552,-2.3733969859906434,2.2482619588110584,1.5034914197759353,-1.2728569566342713,0.18414702640085245,0.2461630767149368,0.25895494513359013,0.2515992286448443,0.24328274950662876
sample_00164_r,-0.18414702640085157,1.2728569566342713,-1.5034914197759344,-2.2482619588110566,2.373396985990645,3.0696114059555217,1.1576524393657284,1.3773811694008522,0.24328274950662876,0.2515992286448443,0.25895494513359013,0.2461630767149368
sample_00164_v,-2.2482619588110584,-1.5034914197759353,1.2728569566342713,-0.18414702640085068,1.3773811694008522,1.1576524393657284,3.0696114059555217,2.373396985990645,0.2515992286448443,0.24328274950662876,0.2461630767149368,0.25895494513359013
sample_00165,0.4214460440093557,2.1349294930444778,2.635314693813859,1.867918174778735,-2.1269825075991484,-1.3947940166342718,0.26102895977593565,-2.3127988241889406,0.24836449592429677,0.25663389855425695,0.24915371610512102,0.24584788941632524
