PSZ,DOM,vanA,vanB,subcool,CRD,flow_rate,power_density,VFNGAP
111.695,224.975,289.66,381.93,24.984,9,254.888,67.377,0.386
118.65,218.02,321.877,349.713,23.663,40,254.573,64.978,0.284
137.886,198.784,315.458,356.132,25.458,29,249.052,68.283,0.331
137.902,198.768,299.254,372.336,22.68,4,252.896,66.149,0.202
126.4,210.27,351.423,320.167,24.174,43,251.338,64.878,0.256
128.181,208.489,327.97,343.62,25.717,17,256.353,66.466,0.389
122.588,214.082,308.331,363.259,23.266,11,252.398,67.156,0.479
117.854,218.816,358.407,313.183,23.98,1,259.341,64.424,0.358
118.935,217.735,292.157,379.433,24.627,40,253.713,65.763,0.437
129.421,207.249,346.973,324.617,25.362,5,255.042,62.705,0.499
131.857,204.813,299.338,372.252,22.925,12,251.215,62.093,0.474
133.052,203.618,300.023,371.567,24.545,8,254.934,65.82,0.398
132.993,203.677,319.982,351.608,25.42,46,250.908,65.153,0.369
111.693,224.977,332.62,338.97,25.415,21,254.998,68.012,0.262
123.99,212.68,334.821,336.769,23.937,8,253.228,63.737,0.221
110.667,226.003,283.249,388.341,23.495,11,246.222,63.963,0.34
125.67,211,303.677,367.913,23.982,7,252.544,62.972,0.384
122.377,214.293,332.517,339.073,22.974,44,253.289,65.672,0.208
135.984,200.686,350.197,321.393,24.777,46,251.454,66.419,0.437
119.613,217.057,333.233,338.357,24.195,7,254.198,66.386,0.353
112.482,224.188,302.058,369.532,20.459,23,251.022,67.034,0.472
113.272,223.398,320.724,350.866,24.527,3,255.848,61.867,0.339
132.135,204.535,331.511,340.079,23.291,14,254.018,67.869,0.218
127.765,208.905,291.985,379.605,24.238,42,254.105,62.231,0.372
111.995,224.675,323.589,348.001,26.2,6,250.87,60.39,0.228
111.476,225.194,317.938,353.652,22.68,30,255.828,66.163,0.286
130.289,206.381,307.519,364.071,23.427,18,254.076,67.129,0.438
111.13,225.54,329.657,341.933,23.663,32,256.309,64.759,0.438
133.976,202.694,330.635,340.955,22.111,23,251.397,63.795,0.339
130.45,206.22,356.504,315.086,24.145,36,252.065,64.969,0.267
111.392,225.278,314.592,356.998,24.629,20,254.375,62.052,0.273
111.499,225.171,322.537,349.053,23.442,14,252.823,65.681,0.443
139.001,197.669,293.695,377.895,24.799,2,252.031,63.309,0.224
120.326,216.344,323.856,347.734,26.159,27,248.621,66.161,0.226
120.215,216.455,284.327,387.263,22.999,36,254.572,64.918,0.476
133.7,202.97,293.107,378.483,23.779,19,252.309,67.164,0.361
137.8,198.87,294.756,376.834,23.574,46,252.206,66.073,0.453
138.982,197.688,330.359,341.231,26.572,11,250.317,65.518,0.302
131.887,204.783,325.317,346.273,24.83,31,254.65,63.224,0.466
120.386,216.284,343.122,328.468,25.553,25,252.123,65.654,0.39
111.458,225.212,317.377,354.213,23.728,3,256.784,64.153,0.277
132.612,204.058,318.184,353.406,26.608,10,252.725,62.373,0.397
125.941,210.729,294.008,377.582,25.455,34,254.519,64.769,0.385
121.849,214.821,338.852,332.738,22.702,32,255.175,62.917,0.383
136.553,200.117,281.824,389.766,22.271,42,250.109,66.147,0.459
112.303,224.367,314.328,357.262,24.083,44,254.541,63.073,0.343
123.935,212.735,296.074,375.516,24.76,39,249.124,62.557,0.485
109.258,227.412,341.036,330.554,23.47,36,253.393,66.013,0.384
123.204,213.466,333.503,338.087,22.937,2,251.765,60.337,0.371
110.628,226.042,336.079,335.511,25.404,9,252.481,61.996,0.407
112.535,224.135,293.007,378.583,24.526,8,251.65,64.962,0.212
112.496,224.174,333.15,338.44,23.887,16,252.775,62.506,0.461
128.71,207.96,334.854,336.736,22.938,8,253.516,67.099,0.319
131.664,205.006,281.745,389.845,23.904,11,248.056,64.14,0.219
126.703,209.967,306.049,365.541,22.905,42,255.97,67.408,0.246
138.255,198.415,288.277,383.313,25.332,47,253.143,63.867,0.265
120.344,216.326,334.121,337.469,25.081,27,251.444,63.832,0.244
117.625,219.045,297.909,373.681,22.629,35,253.524,61.262,0.45
135.401,201.269,301.964,369.626,22.671,19,253.37,69.269,0.279
115.73,220.94,287.586,384.004,25.895,1,258.016,65.919,0.485
138.287,198.383,318.874,352.716,25.165,39,253.977,62.574,0.433
109.282,227.388,284.091,387.499,25.006,30,252.302,63.427,0.452
138.49,198.18,346.791,324.799,25.656,47,252.307,62.757,0.306
110.228,226.442,283.577,388.013,22.596,30,251.074,64.874,0.482
136.089,200.581,286.298,385.292,23.688,18,254.931,64.464,0.356
125.005,211.665,330.958,340.632,26.75,42,257.059,66.843,0.492
139.194,197.476,352.296,319.294,26.202,13,255.071,63.522,0.238
111.162,225.508,350.381,321.209,24.85,1,253.255,65.861,0.443
125.802,210.868,287.995,383.595,24.303,14,253.031,63.717,0.266
138.472,198.198,303.8,367.79,24.801,41,255.636,64.26,0.255
124.864,211.806,321.747,349.843,23.893,32,254.444,66.572,0.453
128.106,208.564,283.596,387.994,22.991,3,253.191,64.843,0.492
130.13,206.54,322.334,349.256,22.828,17,250.514,62.238,0.395
122.774,213.896,316.093,355.497,27.167,1,253.535,64.652,0.382
128.05,208.62,326.946,344.644,23.151,2,254.113,62.706,0.262
126.731,209.939,352.557,319.033,25.517,12,250.097,66.01,0.23
136.394,200.276,302.733,368.857,20.875,12,246.232,68.155,0.346
110.297,226.373,330.857,340.733,23.244,46,251.437,67.026,0.301
117.48,219.19,314.709,356.881,23.836,5,252.562,64.91,0.243
137.896,198.774,315.118,356.472,23.205,0,256.024,64.579,0.46
136.062,200.608,331.488,340.102,22.884,29,251.871,62.569,0.394
122.808,213.862,354.951,316.639,25.362,41,255.925,64.924,0.298
127.824,208.846,348.137,323.453,24.503,11,252.027,66.171,0.391
117.371,219.299,330.89,340.7,23.209,47,248.101,65.819,0.281
114.649,222.021,317.156,354.434,23.08,1,248.751,65.904,0.368
123.053,213.617,314.259,357.331,22.034,34,254.137,66.545,0.414
119.688,216.982,342.28,329.31,22.393,27,253.895,66.832,0.325
126.711,209.959,298.381,373.209,22.454,3,253.336,64.549,0.247
111.282,225.388,326.889,344.701,23.35,36,252.089,64.204,0.481
138.628,198.042,320.506,351.084,28.447,46,252.339,65.526,0.324
138.988,197.682,331.649,339.941,23.205,3,257.815,67.072,0.326
130.203,206.467,296.004,375.586,23.35,28,252.808,67.145,0.306
125.261,211.409,335.229,336.361,23.194,3,250.536,65.796,0.23
118.351,218.319,329.924,341.666,24.657,47,256.189,65.647,0.21
133.73,202.94,295.443,376.147,22.15,33,254.471,64.933,0.366
129.794,206.876,316.237,355.353,22.539,40,254.588,64.88,0.375
113.871,222.799,333.907,337.683,25.59,43,254.245,65.874,0.234
136.692,199.978,351.113,320.477,24.384,15,254.993,61.751,0.358
133.996,202.674,290.964,380.626,24.249,4,249.425,65.519,0.466
137.878,198.792,282.216,389.374,25.29,22,250.369,63.531,0.309
131.044,205.626,294.286,377.304,24.058,45,249.932,66.078,0.213
127.619,209.051,357.878,313.712,22.271,31,248.943,66.456,0.289
121.667,215.003,340.832,330.758,24.717,39,253.165,66.251,0.368
137.357,199.313,328.949,342.641,24.817,23,247.86,68.119,0.424
135.324,201.346,291.806,379.784,21.797,24,251.01,61.521,0.443
110.29,226.38,313.646,357.944,24.443,46,252.048,65.47,0.299
109.716,226.954,336.733,334.857,24.944,45,251.768,65.2,0.214
120.392,216.278,350.672,320.918,25.009,19,250.263,66.524,0.345
133.631,203.039,311.005,360.585,25.213,16,254.447,68.535,0.425
139.021,197.649,358.682,312.908,24.598,6,257.037,63.145,0.361
113.499,223.171,292.325,379.265,25.445,18,250.909,65.736,0.391
127.031,209.639,311.399,360.191,22.553,19,249.768,63.439,0.467
120.528,216.142,349.091,322.499,26.244,42,251.671,62.042,0.419
138.491,198.179,331.692,339.898,21.262,44,257.952,65.375,0.318
134.594,202.076,344.116,327.474,25.245,46,254.575,61.255,0.317
134.478,202.192,351.591,319.999,22.616,31,253.241,65.303,0.473
123.205,213.465,320.688,350.902,25.807,42,253.101,64.859,0.396
121.562,215.108,299.656,371.934,25.046,25,255.786,62.13,0.389
117.25,219.42,335.071,336.519,23.201,11,251.888,66.593,0.309
110.631,226.039,325.022,346.568,23.606,29,253.054,67.699,0.316
135.283,201.387,341.163,330.427,23.355,46,255.007,63.796,0.48
133.703,202.967,321.028,350.562,25.061,41,255.206,61.863,0.327
139.4,197.27,344.13,327.46,21.958,37,255.383,64.308,0.448
139.306,197.364,351.145,320.445,23.66,8,254.457,64.451,0.362
125.851,210.819,339.383,332.207,24.701,13,251.801,64.428,0.212
132.363,204.307,338.925,332.665,21.24,36,251.771,65.31,0.244
137.724,198.946,326.852,344.738,22.124,10,249.649,66.107,0.31
134.823,201.847,317.936,353.654,25.749,11,252.206,64.606,0.41
116.455,220.215,356.591,314.999,21.256,17,255.757,68.399,0.248
122.652,214.018,331.321,340.269,22.595,34,256.44,64.773,0.277
112.85,223.82,346.387,325.203,26.385,32,252.462,65.556,0.319
138.007,198.663,320.541,351.049,24.537,32,250.342,64.103,0.216
127.398,209.272,324.357,347.233,25.869,32,251.718,67.452,0.319
115.884,220.786,332.693,338.897,22.857,4,250.535,68.537,0.211
129.396,207.274,337.76,333.83,21.968,24,249.548,64.712,0.378
127.763,208.907,316.139,355.451,24.142,5,248.418,67.438,0.332
119.834,216.836,309.037,362.553,24.642,27,251.125,60.527,0.393
112.375,224.295,300.017,371.573,21.606,44,249.166,63.19,0.214
129.393,207.277,314.232,357.358,24.007,34,249.576,65.192,0.313
124.779,211.891,297.842,373.748,22.791,10,253.194,66.291,0.422
132.465,204.205,313.701,357.889,24.096,14,252.711,62.653,0.361
124.775,211.895,349.034,322.556,25.467,13,256.662,63.471,0.4
134.901,201.769,356.936,314.654,23.6,32,256.655,61.203,0.435
125.743,210.927,326.073,345.517,25.708,29,255.129,64.663,0.416
126.018,210.652,292.808,378.782,23.66,17,255.38,64.061,0.245
135.647,201.023,314.534,357.056,25.312,43,252.957,63.353,0.446
121.216,215.454,328.001,343.589,25.254,31,254.44,66.362,0.327
112.998,223.672,310.152,361.438,24.928,5,253.594,67.597,0.472
109.789,226.881,297.373,374.217,24.321,40,254.543,63.717,0.283
131.941,204.729,299.045,372.545,26.548,5,250.95,65.997,0.369
127.829,208.841,318.112,353.478,24.313,7,253.329,64.285,0.442
130.384,206.286,298.242,373.348,25.064,6,254.667,67.215,0.382
115.406,221.264,300.796,370.794,21.874,40,250.45,63.829,0.339
113.07,223.6,348.912,322.678,25.065,16,253.498,67.392,0.434
109.355,227.315,341.657,329.933,25.474,21,256.85,61.492,0.249
119.603,217.067,285.81,385.78,23.428,32,254.786,64.047,0.326
126.902,209.768,306.248,365.342,25.824,7,252.455,64.488,0.263
120.874,215.796,322.588,349.002,22.571,38,255.26,64.451,0.321
122.253,214.417,286.219,385.371,22.617,5,254.691,67.442,0.397
136.486,200.184,334.258,337.332,24.578,2,252.577,63.278,0.387
119.532,217.138,311.207,360.383,24.496,22,248.615,62.906,0.34
124.587,212.083,312.19,359.4,23.217,36,253.985,62.979,0.255
132.811,203.859,302.016,369.574,22.218,47,253.707,64.443,0.275
121.005,215.665,307.309,364.281,25.706,0,252.444,62.832,0.43
127.883,208.787,348.033,323.557,21.715,28,247.652,65.314,0.264
135.211,201.459,342.394,329.196,24.642,14,254.971,66.663,0.267
137.869,198.801,353.75,317.84,22.778,27,250.75,63.6,0.494
113.397,223.273,335.479,336.111,24.391,36,254.28,64.066,0.349
137.17,199.5,326.133,345.457,23.817,6,255.491,66.253,0.425
123.92,212.75,301.547,370.043,26.388,42,251.737,69.093,0.266
116.787,219.883,332.999,338.591,26.021,44,251.617,63.478,0.236
122.914,213.756,351.465,320.125,23.751,10,256.38,66.393,0.282
138.8,197.87,286.879,384.711,25.692,40,245.638,65.887,0.287
123.935,212.735,315.731,355.859,21.307,42,251.165,62.389,0.257
118.937,217.733,293.067,378.523,23.804,9,248.488,65.547,0.436
128.228,208.442,344.092,327.498,23.606,4,247.87,66.219,0.337
116.235,220.435,328.928,342.662,21.034,8,255.827,60.689,0.354
111.225,225.445,349.419,322.171,23.349,29,256.324,65.824,0.304
112.842,223.828,286.411,385.179,25.684,34,251.168,65.892,0.412
112.816,223.854,351.432,320.158,24.265,13,255.035,62.33,0.435
113.544,223.126,286.727,384.863,24.77,20,250.778,67.187,0.399
113.145,223.525,303.735,367.855,22.412,24,250.603,62.473,0.483
128.456,208.214,293.592,377.998,22.695,45,254.878,69.213,0.371
114.458,222.212,292.761,378.829,23.821,20,251.129,61.604,0.411
119.453,217.217,294.789,376.801,24.507,46,254.012,62.002,0.353
136.261,200.409,318.597,352.993,24.882,43,249.901,67.378,0.444
123.366,213.304,342.066,329.524,24.051,27,251.927,65.475,0.469
129.27,207.4,350.856,320.734,23.186,28,252.677,65.383,0.253
114.167,222.503,325.284,346.306,23.249,12,249.576,66.927,0.383
114.776,221.894,293.715,377.875,23.007,19,253.188,68.512,0.432
110.158,226.512,287.653,383.937,22.931,17,254.881,65.117,0.345
114.063,222.607,319.671,351.919,22.752,20,254.496,65.513,0.452
117.408,219.262,340.602,330.988,24.781,21,252.099,62.575,0.269
114.31,222.36,329.396,342.194,24.076,39,251.717,65.768,0.473
111.617,225.053,326.512,345.078,24.769,5,252.634,60.567,0.265
112.59,224.08,285.258,386.332,23.576,10,251.071,65.542,0.234
122.964,213.706,313.298,358.292,23.877,20,254.411,67.642,0.315
115.204,221.466,324.012,347.578,21.332,3,254.924,64.853,0.237
120.021,216.649,327.708,343.882,25.094,36,254.957,66.672,0.372
124.264,212.406,281.913,389.677,24.562,19,259.186,66.111,0.389
129.967,206.703,296.94,374.65,24.185,20,256.733,64.919,0.367
110.11,226.56,354.831,316.759,25.328,14,251.926,63.046,0.464
133.291,203.379,320.791,350.799,26.467,43,252.525,66.998,0.431
128.061,208.609,335.838,335.752,22.863,8,252.502,64.664,0.462
111.405,225.265,305.323,366.267,26.053,33,252.111,61.192,0.269
135.553,201.117,326.712,344.878,25.832,40,253.983,66.231,0.436
136.995,199.675,309.048,362.542,23.4,37,252.659,62.718,0.355
110.774,225.896,304.456,367.134,22.417,4,256.978,67.027,0.334
117.355,219.315,313.287,358.303,24.408,21,255.137,61.408,0.238
133.498,203.172,317.024,354.566,25.64,17,251.526,68.862,0.389
131.731,204.939,307.095,364.495,22.174,44,251.923,65.505,0.497
114.539,222.131,301.449,370.141,22.192,22,253.166,68.184,0.465
115.296,221.374,329.678,341.912,24.849,33,252.591,65.255,0.429
120.21,216.46,310.921,360.669,24.2,47,256.542,67.302,0.341
123.688,212.982,297.116,374.474,25.239,26,252.507,62.219,0.392
127.766,208.904,340.061,331.529,24.423,0,255.891,65.64,0.379
120.162,216.508,337.389,334.201,24.535,10,255.788,64.704,0.3
123.017,213.653,349.972,321.618,24.234,24,257.491,64.604,0.357
131.707,204.963,324.369,347.221,24.058,12,253.375,63.849,0.395
110.03,226.64,303.104,368.486,24.952,40,249.338,62.658,0.448
116.61,220.06,348.189,323.401,22.039,12,255.645,66.445,0.206
130.667,206.003,303.171,368.419,23.934,36,253.251,62.79,0.424
136.213,200.457,332.131,339.459,23.361,20,253.986,65.376,0.493
124.516,212.154,296.233,375.357,23.278,12,254.977,68.547,0.383
125.139,211.531,330.092,341.498,24.909,47,252.199,63.921,0.383
112.18,224.49,346.426,325.164,25.183,38,255.512,65.484,0.434
122.556,214.114,323.206,348.384,25.139,18,252.678,64.959,0.304
125.155,211.515,317.877,353.713,25.178,28,249.402,63.639,0.298
116.306,220.364,358.202,313.388,24.403,16,255.243,67.077,0.25
117.123,219.547,283.274,388.316,21.929,28,253.506,66.861,0.288
120.418,216.252,307.14,364.45,23.64,14,253.685,64.35,0.437
109.524,227.146,352.425,319.165,24.64,36,250.277,67.444,0.388
118.734,217.936,331.131,340.459,24.216,45,250.52,64.86,0.484
115.36,221.31,323.372,348.218,25.293,47,253.433,64.893,0.303
118.899,217.771,330.749,340.841,24.444,23,256.055,64.77,0.232
112.564,224.106,306.384,365.206,24.143,40,249.553,66.522,0.379
136.07,200.6,287.034,384.556,22.847,27,249.727,65.875,0.246
127.014,209.656,302.773,368.817,23.514,23,255.223,63.668,0.295
129.622,207.048,307.507,364.083,25.484,12,254.604,65.416,0.287
132.979,203.691,318.57,353.02,23.558,5,248.774,64.569,0.373
124.112,212.558,311.937,359.653,25.162,9,255.762,66.148,0.234
111.562,225.108,321.745,349.845,21.455,15,247.663,67.727,0.394
125.292,211.378,296.672,374.918,22.799,29,250.645,66.118,0.228
126.808,209.862,295.744,375.846,21.661,36,254.587,63.012,0.494
131.645,205.025,308.681,362.909,20.698,14,253.41,69.052,0.441
122.076,214.594,318.096,353.494,21.348,9,254.778,65.633,0.419
112.802,223.868,307.911,363.679,23.762,10,253.569,63.599,0.349
117.566,219.104,326.032,345.558,26.108,36,253.117,66.998,0.416
119.984,216.686,305.463,366.127,21.676,43,253.362,66.3,0.317
128.61,208.06,295.213,376.377,24.032,9,254.427,64.744,0.293
126.319,210.351,348.121,323.469,23.673,22,252.943,65.225,0.298
119.771,216.899,297.021,374.569,24.072,13,256.128,64.028,0.484
138.997,197.673,356.132,315.458,23.676,9,253.962,65.134,0.452
127.386,209.284,357.734,313.856,23.02,35,251.627,66.86,0.308
116.146,220.524,335.31,336.28,20.749,7,250.951,67.114,0.363
112.015,224.655,320.278,351.312,24.824,25,252.353,64.829,0.235
113.573,223.097,342.92,328.67,25.484,1,254.259,64.849,0.439
116.412,220.258,348.922,322.668,23.956,31,256.63,63.249,0.245
113.812,222.858,336.297,335.293,24.075,38,250.401,66.493,0.33
114.601,222.069,289.416,382.174,22.031,22,255.163,64.059,0.441
117.606,219.064,281.773,389.817,23.273,30,252.551,62.858,0.415
114.199,222.471,296.35,375.24,24.768,38,254.066,66.769,0.308
136.26,200.41,296.09,375.5,22.531,27,249.393,64.141,0.222
111.358,225.312,295.626,375.964,23.839,23,252.715,65.474,0.261
124.908,211.762,320.878,350.712,27.113,34,246.077,67.159,0.324
121.427,215.243,321.674,349.916,24.311,2,252.874,67.7,0.271
138.871,197.799,337.333,334.257,22.366,25,257.89,66.258,0.296
112.328,224.342,297.088,374.502,28.041,40,251.879,63.995,0.458
121.045,215.625,288.692,382.898,24.54,13,253.836,67.001,0.414
138.478,198.192,332.94,338.65,22.808,3,254.795,67.41,0.436
135.307,201.363,318.889,352.701,23.854,18,251.987,63.975,0.495
133.83,202.84,332.958,338.632,21.534,43,247.704,66.922,0.279
116.777,219.893,310.921,360.669,22.81,16,251.465,63.242,0.311
114.123,222.547,339.476,332.114,25.266,8,249.17,65.44,0.343
129.303,207.367,334.214,337.376,22.207,36,249.549,65.222,0.428
137.255,199.415,331.725,339.865,21.95,4,255.092,63.32,0.499
125.891,210.779,283.669,387.921,25.365,29,251.117,68.285,0.447
126.344,210.326,347.758,323.832,27.185,27,253.021,65.106,0.247
117.45,219.22,310.602,360.988,24.799,32,251.289,64.201,0.346
132.379,204.291,292.007,379.583,26.565,25,251.289,65.747,0.213
114.616,222.054,339.846,331.744,22.336,1,253.065,64.552,0.36
118.783,217.887,319.08,352.51,24.672,19,253.019,65.781,0.405
121.886,214.784,284.012,387.578,25.638,15,252.402,63.802,0.271
124.392,212.278,341.874,329.716,23.262,35,251.692,63.151,0.377
116.304,220.366,315.111,356.479,22.621,17,254.29,64.413,0.393
112.414,224.256,339.795,331.795,23.848,42,252.764,62.146,0.203
127.534,209.136,339.846,331.744,24.51,2,252.323,63.113,0.384
117.714,218.956,289.253,382.337,23.671,38,248.678,65.517,0.491
126.638,210.032,328.861,342.729,24.302,8,249.387,63.991,0.459
113.619,223.051,309.332,362.258,22.184,16,248.786,62.533,0.259
123.585,213.085,323.704,347.886,24.433,42,251.461,62.887,0.324
125.154,211.516,288.375,383.215,25.099,14,247.546,63.616,0.373
110.492,226.178,326.928,344.662,24.4,13,251.7,64.121,0.204
119.177,217.493,341.54,330.05,22.87,24,252.183,62.832,0.383
113.011,223.659,357.688,313.902,21.661,38,250.802,66.461,0.354
110.844,225.826,306.256,365.334,24.138,39,252.758,67.541,0.464
139.102,197.568,293.512,378.078,23.171,45,256.505,66.607,0.211
118.742,217.928,309.776,361.814,26.349,35,252.099,62.92,0.253
133.61,203.06,283.031,388.559,26.057,10,256.115,65.635,0.402
116.677,219.993,313.085,358.505,21.293,23,254.305,65.949,0.262
129.695,206.975,352.115,319.475,23.617,36,251.293,66.013,0.258
132.096,204.574,296.539,375.051,22.9,18,254.58,68.053,0.283
127.077,209.593,318.405,353.185,22.278,33,255.571,61.576,0.301
123.293,213.377,325.727,345.863,23.755,16,256.974,64.758,0.232
121.471,215.199,295.424,376.166,22.854,6,251.429,66.864,0.313
119.551,217.119,307.014,364.576,22.676,1,256.313,65.687,0.311
137.259,199.411,351.866,319.724,22.525,9,254.171,59.09,0.341
134.243,202.427,304.362,367.228,25.924,28,255.636,62.972,0.29
138.342,198.328,330.569,341.021,23.713,0,253.475,66.477,0.266
112.702,223.968,292.11,379.48,23.909,18,256.247,63.894,0.306
131.201,205.469,333.231,338.359,25.829,18,250.642,63.842,0.479
137.528,199.142,303.082,368.508,23.541,28,255.355,65.401,0.33
114.439,222.231,299.387,372.203,24.464,13,247.037,67.83,0.366
110.939,225.731,291.123,380.467,22.951,31,255.449,63.13,0.318
131.514,205.156,285.155,386.435,23.28,1,252.646,66.519,0.483
126.431,210.239,356.226,315.364,24.177,40,252.66,63.516,0.412
134.585,202.085,313.48,358.11,24.29,14,255.261,66.047,0.404
113.174,223.496,341.546,330.044,25.081,22,257.901,66.859,0.434
133.165,203.505,352.54,319.05,25.553,5,247.302,65.224,0.492
115.06,221.61,297.285,374.305,23.923,35,251.803,63.33,0.485
113.902,222.768,348.663,322.927,25.566,36,257.42,67.387,0.274
113.921,222.749,336.176,335.414,22.807,1,252.637,63.903,0.268
133.754,202.916,326.141,345.449,25.024,19,251.314,66.522,0.256
129.198,207.472,343.974,327.616,22.934,40,252.035,65.324,0.223
124.863,211.807,290.081,381.509,22.984,37,255.175,62.923,0.344
119.855,216.815,301.882,369.708,25.495,24,258.059,61.689,0.487
135.664,201.006,291.654,379.936,20.762,20,254.233,63.833,0.363
120.88,215.79,350.678,320.912,24.961,15,252.749,65.801,0.232
133.815,202.855,289.166,382.424,24.288,26,253.186,63.697,0.471
122.304,214.366,357.159,314.431,24.244,38,249.091,69.15,0.38
120.407,216.263,290.022,381.568,26.346,40,256.905,65.423,0.229
123.022,213.648,332.611,338.979,22.444,29,252.332,67.701,0.303
118.103,218.567,332.508,339.082,22.293,7,251.53,67.078,0.219
131.711,204.959,353.4,318.19,25.609,7,250.581,65.686,0.301
124.243,212.427,306.476,365.114,23.694,0,256.514,64.963,0.27
115.993,220.677,307.161,364.429,25.759,47,255.316,65.489,0.446
136.346,200.324,346.845,324.745,24.955,43,249.66,66.543,0.341
120.619,216.051,357.053,314.537,24.479,22,252.467,65.689,0.403
125.488,211.182,283.868,387.722,23.698,32,253.736,67.424,0.299
136.556,200.114,330.565,341.025,23.634,6,258.045,65.814,0.228
127.949,208.721,300.342,371.248,26.88,27,252.974,63.535,0.357
112.476,224.194,337.714,333.876,23.113,12,248.316,66.466,0.383
137.574,199.096,341.168,330.422,25.509,40,250.261,63.745,0.295
128.055,208.615,340.381,331.209,22.662,17,252.513,67.661,0.467
119.125,217.545,315.148,356.442,22.706,28,255.492,64.545,0.296
113.159,223.511,293.719,377.871,24.265,36,255.038,65.767,0.295
133.127,203.543,326.665,344.925,23.779,29,254.856,64.318,0.206
127.822,208.848,342.427,329.163,25.393,22,253.009,68.379,0.223
125.18,211.49,351.93,319.66,23.598,15,254.156,67.913,0.479
136.173,200.497,316.47,355.12,23.248,19,254.02,61.946,0.246
132.961,203.709,300.499,371.091,22.156,47,249.985,65.732,0.453
113.537,223.133,290.711,380.879,27.389,18,252.917,64.267,0.273
118.418,218.252,343.088,328.502,21.852,32,251.409,65.651,0.299
116.49,220.18,322.848,348.742,28.518,2,253.96,65.219,0.27
131.6,205.07,333.565,338.025,24.972,16,254.223,63.956,0.394
109.934,226.736,293.83,377.76,24.653,9,253.111,63.449,0.34
126.291,210.379,282.05,389.54,21.815,16,251.019,68.51,0.203
132.164,204.506,356.204,315.386,24.792,45,252.701,64.577,0.241
135.65,201.02,344.113,327.477,21.75,30,253.556,65.33,0.29
119.344,217.326,312.41,359.18,23.761,2,251.642,64.511,0.425
133.957,202.713,316.817,354.773,25.593,34,257.449,63.07,0.256
112.285,224.385,353.232,318.358,21.908,32,250.827,63.015,0.479
134.726,201.944,297.565,374.025,24.949,39,248.665,64.625,0.236
112.799,223.871,343.491,328.099,23.475,34,251.084,66.648,0.279
121.028,215.642,282.926,388.664,24.818,35,250.421,64.074,0.443
133.227,203.443,349.115,322.475,22.053,25,251,68.742,0.39
113.483,223.187,327.013,344.577,25.923,23,249.275,66.704,0.274
115.903,220.767,318.394,353.196,25.006,29,252.073,66.122,0.291
130.938,205.732,336.055,335.535,22.78,41,256.449,63.512,0.436
130.87,205.8,286.762,384.828,22.873,13,255.483,62.178,0.308
128.465,208.205,296.631,374.959,25.842,42,251.266,63.981,0.238
130.075,206.595,312.947,358.643,23.381,42,252.376,65.008,0.406
125.463,211.207,329.219,342.371,22.779,43,254.624,62.208,0.326
116.591,220.079,292.696,378.894,24.756,20,251.06,61.986,0.45
119.454,217.216,310.825,360.765,24.934,18,252.207,66.116,0.356
114.45,222.22,301.673,369.917,23.194,18,250.095,65.297,0.35
136.617,200.053,331.357,340.233,26.077,2,252.371,67.113,0.36
126.703,209.967,352.477,319.113,23.997,36,254.556,61.661,0.421
121.136,215.534,294.35,377.24,25.323,10,249.918,65.835,0.357
123.001,213.669,296.146,375.444,25.319,42,257.871,62.614,0.494
137.801,198.869,327.881,343.709,22.081,42,252.958,64.336,0.292
113.588,223.082,316.541,355.049,25.679,38,248.445,66.748,0.357
126.79,209.88,336.954,334.636,25.483,27,255.242,65.185,0.451
124.34,212.33,303.756,367.834,24.486,18,251.169,63.602,0.257
127.559,209.111,323.582,348.008,20.503,5,250.376,65.138,0.261
109.464,227.206,311.391,360.199,24.34,14,252.923,66.914,0.289
135.509,201.161,303.245,368.345,22.682,22,248.703,63.301,0.312
137.338,199.332,337.817,333.773,22.021,20,252.186,64.351,0.367
126.146,210.524,342.956,328.634,23.773,21,256.044,65.273,0.245
130.157,206.513,306.925,364.665,20.839,40,252.727,64.781,0.351
137.045,199.625,329.613,341.977,23.849,24,247.651,66.41,0.325
130.48,206.19,295.323,376.267,25.584,43,251.799,64.189,0.443
113.563,223.107,342.576,329.014,24.796,46,252.669,67.474,0.402
126.487,210.183,303.244,368.346,25.7,13,249.629,63.919,0.245
127.415,209.255,294.734,376.856,23.539,44,249.847,65.498,0.303
121.846,214.824,354.073,317.517,24.657,30,250.719,61.766,0.417
131.371,205.299,314.142,357.448,22.422,19,254.447,66.79,0.328
137.407,199.263,331.197,340.393,21.179,36,248.85,64.587,0.266
137.139,199.531,343.984,327.606,22.389,32,255.984,64.41,0.458
122.661,214.009,334.487,337.103,22.928,13,257.03,61.91,0.218
112.365,224.305,325.113,346.477,22.869,31,254.893,58.956,0.476
138.946,197.724,310.217,361.373,25.781,17,253.481,63.008,0.248
134.495,202.175,352.419,319.171,23.78,3,251.738,65.718,0.251
112.713,223.957,291.847,379.743,27.107,11,248.814,68.691,0.438
136.994,199.676,349.749,321.841,26.211,18,252.145,66.761,0.364
135.441,201.229,336.317,335.273,22.537,46,256.46,65.039,0.45
124.735,211.935,325.634,345.956,25.488,39,251.826,65.536,0.437
126.944,209.726,306.601,364.989,25.518,35,257.192,67.335,0.217
121.08,215.59,292.811,378.779,23.478,16,253.824,66.294,0.244
110.581,226.089,315.738,355.852,24.029,43,253.772,63.628,0.26
